AÑO;MES;PAIS_ORIGEN;CCAA;KEY;PROVINCIA;INIDICE_PERCEPCION_TURISTICA_GLOBAL;INDICE_SATISFACCION_PRODUCTOS_TURISTICOS;INDICE_PERCEPCION_SEGURIDAD;INDICE_PERCEPCION_CLIMATICA;Afluencia
2019;1;Alemania;Andalucía;2019Andalucía;Cádiz;77,86;72,84;90,13;55,88;65850810
2019;1;Alemania;Andalucía;2019Andalucía;Málaga;86,9;79,47;96,47;76,46;65850810
2019;1;Alemania;Andalucía;2019Andalucía;Sevilla;88,7;77,11;95,74;87,37;65850810
2019;1;Alemania;Canarias;2019Canarias;Las Palmas;84,62;80,84;96,87;65,24;57309720
2019;1;Alemania;Canarias;2019Canarias;Santa Cruz de Tenerife;84,4;78,14;94,49;70,43;57309720
2019;1;Alemania;Cataluña;2019Cataluña;Barcelona;90,68;78,36;97,68;91,47;101177630
2019;1;Alemania;Comunidad de Madrid;2019Comunidad de Madrid;Madrid;87,56;74,62;93,9;88,01;33445060
2019;1;Alemania;Comunitat Valenciana;2019Comunitat Valenciana;Valencia/València;86,37;71,42;95,9;84,79;48280540
2019;1;Alemania;Illes Balears;2019Illes Balears;Illes Balears;87,36;75,11;98,32;81,31;74089430
2019;1;Alemania;País Vasco;2019País Vasco;Gipuzkoa;79,77;66,37;84,46;78,07;14981340
2019;1;Dinamarca;Andalucía;2019Andalucía;Málaga;84;82,27;77,92;83,77;65850810
2019;1;España;Andalucía;2019Andalucía;Almería;80,65;54,58;91,01;95,68;65850810
2019;1;España;Andalucía;2019Andalucía;Cádiz;83,08;64,87;93,4;92,37;65850810
2019;1;España;Andalucía;2019Andalucía;Córdoba;76,72;59,11;89,21;77,81;65850810
2019;1;España;Andalucía;2019Andalucía;Granada;87,58;69,11;96,16;92,01;65850810
2019;1;España;Andalucía;2019Andalucía;Huelva;82,18;65,63;90,57;98,46;65850810
2019;1;España;Andalucía;2019Andalucía;Jaén;80,9;66,6;87,74;97,88;65850810
2019;1;España;Andalucía;2019Andalucía;Málaga;86,38;71,07;93,61;87,89;65850810
2019;1;España;Andalucía;2019Andalucía;Sevilla;86,36;69,68;89,32;94,63;65850810
2019;1;España;Aragón;2019Aragón;Huesca;76,93;70,11;90,96;65,72;5447210
2019;1;España;Aragón;2019Aragón;Zaragoza;81,63;71,23;87,66;85,47;5447210
2019;1;España;Canarias;2019Canarias;Las Palmas;86,94;71,63;95,68;87;57309720
2019;1;España;Canarias;2019Canarias;Santa Cruz de Tenerife;82,28;63,87;94;79,68;57309720
2019;1;España;Cantabria;2019Cantabria;Cantabria;68,63;66,37;83,19;50;2285240
2019;1;España;Cataluña;2019Cataluña;Barcelona;82,76;68,59;81,51;90,93;101177630
2019;1;España;Cataluña;2019Cataluña;Girona;84,95;68;89,52;90,76;101177630
2019;1;España;Cataluña;2019Cataluña;Lleida;73,22;48,35;82,68;87,67;101177630
2019;1;España;Cataluña;2019Cataluña;Tarragona;82,03;64,87;92,05;83,32;101177630
2019;1;España;Comunidad Foral de Navarra;2019Comunidad Foral de Navarra;Navarra;86,35;72,85;93,2;94,25;4279620
2019;1;España;Comunidad de Madrid;2019Comunidad de Madrid;Madrid;85,57;68,91;93,28;93,55;33445060
2019;1;España;Comunitat Valenciana;2019Comunitat Valenciana;Alicante/Alacant;77,9;49,16;91,83;82,43;48280540
2019;1;España;Comunitat Valenciana;2019Comunitat Valenciana;Castellón/Castelló;76,57;55,28;85,47;77,37;48280540
2019;1;España;Comunitat Valenciana;2019Comunitat Valenciana;Valencia/València;81,54;63,48;87,52;91,8;48280540
2019;1;España;Extremadura;2019Extremadura;Cáceres;75,32;47,23;93,54;93,77;3859400
2019;1;España;Galicia;2019Galicia;A Coruña;79,94;57,12;94,36;88,5;11614230
2019;1;España;Galicia;2019Galicia;Ourense;77,43;69,86;92,44;54,95;11614230
2019;1;España;Galicia;2019Galicia;Pontevedra;80,41;67,12;87,38;77,47;11614230
2019;1;España;Illes Balears;2019Illes Balears;Illes Balears;83,35;67,83;94,26;78,89;74089430
2019;1;España;La Rioja;2019La Rioja;La Rioja;88,28;75,21;93,63;90,51;803020
2019;1;España;País Vasco;2019País Vasco;Araba/Álava;79,74;68,26;84,46;88,43;14981340
2019;1;España;País Vasco;2019País Vasco;Bizkaia;78,46;59,24;90,08;86,1;14981340
2019;1;España;País Vasco;2019País Vasco;Gipuzkoa;79,2;66,42;92,8;65,73;14981340
2019;1;España;Principado de Asturias;2019Principado de Asturias;Asturias;72,53;53,6;93,35;66,85;2415440
2019;1;España;Región de Murcia;2019Región de Murcia;Murcia;83,41;62,44;93,99;91,74;6397160
2019;1;Estados Unidos de América;Cataluña;2019Cataluña;Barcelona;89,5;72,21;95,49;96,76;101177630
2019;1;Francia;Andalucía;2019Andalucía;Córdoba;68,78;66,37;83,22;50;65850810
2019;1;Francia;Andalucía;2019Andalucía;Granada;86,01;71,85;93,64;95,42;65850810
2019;1;Francia;Andalucía;2019Andalucía;Sevilla;84,85;76,83;90,43;78,69;65850810
2019;1;Francia;Cataluña;2019Cataluña;Barcelona;87,35;71,19;96,99;91,13;101177630
2019;1;Francia;Comunidad de Madrid;2019Comunidad de Madrid;Madrid;87,4;69,81;95,31;93,95;33445060
2019;1;Francia;Comunitat Valenciana;2019Comunitat Valenciana;Valencia/València;87,18;74,55;92,27;88,53;48280540
2019;1;Francia;Illes Balears;2019Illes Balears;Illes Balears;89,16;75,12;99,17;87,6;74089430
2019;1;Francia;País Vasco;2019País Vasco;Bizkaia;81,16;72,83;97,06;70,41;14981340
2019;1;Italia;Andalucía;2019Andalucía;Córdoba;80,9;73,87;91,35;87,11;65850810
2019;1;Italia;Andalucía;2019Andalucía;Granada;85,39;70,98;96,91;86,31;65850810
2019;1;Italia;Andalucía;2019Andalucía;Málaga;87,5;67,11;97,48;92,49;65850810
2019;1;Italia;Andalucía;2019Andalucía;Sevilla;88,81;73,9;96,35;90,96;65850810
2019;1;Italia;Canarias;2019Canarias;Las Palmas;80,11;77,6;97,21;55,54;57309720
2019;1;Italia;Canarias;2019Canarias;Santa Cruz de Tenerife;88,09;78,99;97,73;80,31;57309720
2019;1;Italia;Cataluña;2019Cataluña;Barcelona;89,43;73,85;96,57;93,22;101177630
2019;1;Italia;Comunidad de Madrid;2019Comunidad de Madrid;Madrid;87,89;68,22;96,53;93,85;33445060
2019;1;Italia;Comunitat Valenciana;2019Comunitat Valenciana;Alicante/Alacant;85,74;76,89;91,44;80,96;48280540
2019;1;Italia;Comunitat Valenciana;2019Comunitat Valenciana;Castellón/Castelló;89,48;80,1;96,09;86,5;48280540
2019;1;Italia;Comunitat Valenciana;2019Comunitat Valenciana;Valencia/València;89,93;76,11;98,76;89,88;48280540
2019;1;Italia;Illes Balears;2019Illes Balears;Illes Balears;87,56;72,31;96,54;87,62;74089430
2019;1;Italia;País Vasco;2019País Vasco;Bizkaia;84,42;69,61;92,77;82,82;14981340
2019;1;Noruega;Canarias;2019Canarias;Las Palmas;84,43;77,5;95,05;70,67;57309720
2019;1;Portugal;Andalucía;2019Andalucía;Granada;75,49;73,61;75,32;63,24;65850810
2019;1;Portugal;Cataluña;2019Cataluña;Barcelona;84,02;65;90,04;96,31;101177630
2019;1;Reino Unido;Andalucía;2019Andalucía;Cádiz;88,77;76,01;95,56;93,39;65850810
2019;1;Reino Unido;Andalucía;2019Andalucía;Granada;85,48;72,37;98,66;76,67;65850810
2019;1;Reino Unido;Andalucía;2019Andalucía;Málaga;87,1;67,16;95,17;93,62;65850810
2019;1;Reino Unido;Andalucía;2019Andalucía;Sevilla;87,73;74,62;94,78;87,64;65850810
2019;1;Reino Unido;Canarias;2019Canarias;Las Palmas;84,23;71,67;96,31;75,36;57309720
2019;1;Reino Unido;Canarias;2019Canarias;Santa Cruz de Tenerife;88,13;72,87;96,05;89,8;57309720
2019;1;Reino Unido;Cantabria;2019Cantabria;Cantabria;78,66;75,89;95,39;66,93;2285240
2019;1;Reino Unido;Cataluña;2019Cataluña;Barcelona;88,15;71,16;94,35;93,98;101177630
2019;1;Reino Unido;Cataluña;2019Cataluña;Girona;79,86;61,34;96,44;76,94;101177630
2019;1;Reino Unido;Comunidad de Madrid;2019Comunidad de Madrid;Madrid;84,46;66,3;94,68;92,71;33445060
2019;1;Reino Unido;Comunitat Valenciana;2019Comunitat Valenciana;Alicante/Alacant;87,7;69,25;99,05;94,37;48280540
2019;1;Reino Unido;Comunitat Valenciana;2019Comunitat Valenciana;Valencia/València;81,92;68,81;87,47;92,41;48280540
2019;1;Reino Unido;Galicia;2019Galicia;A Coruña;80,42;76,08;86,01;80,47;11614230
2019;1;Reino Unido;Galicia;2019Galicia;Pontevedra;81,31;66,32;92,89;89,58;11614230
2019;1;Reino Unido;Illes Balears;2019Illes Balears;Illes Balears;85,08;65,49;95,89;93,91;74089430
2019;1;Reino Unido;País Vasco;2019País Vasco;Bizkaia;81,24;69,54;95,8;69,51;14981340
2019;1;Reino Unido;Principado de Asturias;2019Principado de Asturias;Asturias;67,93;71,89;84,46;46,32;2415440
2019;1;Suecia;Canarias;2019Canarias;Las Palmas;91,53;76,7;97,79;96,74;57309720
2019;1;Suecia;Canarias;2019Canarias;Santa Cruz de Tenerife;73,55;77,31;87,75;36,13;57309720
2019;1;Suecia;Comunidad de Madrid;2019Comunidad de Madrid;Madrid;87,02;73,24;92,64;89,04;33445060
2019;1;Total;Andalucía;2019Andalucía;Almería;84,02;62,55;92,19;90,39;65850810
2019;1;Total;Andalucía;2019Andalucía;Cádiz;84,2;67,9;94,38;84,64;65850810
2019;1;Total;Andalucía;2019Andalucía;Córdoba;77,81;64,8;89,2;80,37;65850810
2019;1;Total;Andalucía;2019Andalucía;Granada;85,64;68,28;95,73;85,74;65850810
2019;1;Total;Andalucía;2019Andalucía;Huelva;82,57;68,79;92,17;94,64;65850810
2019;1;Total;Andalucía;2019Andalucía;Jaén;79,76;66,22;86,8;96,34;65850810
2019;1;Total;Andalucía;2019Andalucía;Málaga;86,05;69,52;95,21;86,53;65850810
2019;1;Total;Andalucía;2019Andalucía;Sevilla;87,34;71,45;94,2;90,57;65850810
2019;1;Total;Aragón;2019Aragón;Huesca;80,67;67,56;93,64;75,47;5447210
2019;1;Total;Aragón;2019Aragón;Teruel;81,89;79,09;63,07;96,98;5447210
2019;1;Total;Aragón;2019Aragón;Zaragoza;81,63;67,56;88,75;89,74;5447210
2019;1;Total;Canarias;2019Canarias;Las Palmas;84,49;73,37;97,29;73,17;57309720
2019;1;Total;Canarias;2019Canarias;Santa Cruz de Tenerife;85,59;70,91;95,8;82,32;57309720
2019;1;Total;Cantabria;2019Cantabria;Cantabria;77,41;64,34;85,67;71,18;2285240
2019;1;Total;Castilla - La Mancha;2019Castilla - La Mancha;Albacete;80,6;69,81;82,14;80,05;4809370
2019;1;Total;Castilla - La Mancha;2019Castilla - La Mancha;Ciudad Real;76,6;83,03;89,32;39,57;4809370
2019;1;Total;Castilla - La Mancha;2019Castilla - La Mancha;Cuenca;82,85;74,37;96,88;65,92;4809370
2019;1;Total;Castilla - La Mancha;2019Castilla - La Mancha;Guadalajara;86,11;71,81;90,4;89,79;4809370
2019;1;Total;Castilla - La Mancha;2019Castilla - La Mancha;Toledo;83,97;72,68;88,34;82,64;4809370
2019;1;Total;Castilla y León;2019Castilla y León;León;86,48;74,35;93,42;84,6;12504840
2019;1;Total;Castilla y León;2019Castilla y León;Palencia;85,04;77,7;97,16;70,34;12504840
2019;1;Total;Castilla y León;2019Castilla y León;Segovia;86,34;79,3;94,62;76,67;12504840
2019;1;Total;Castilla y León;2019Castilla y León;Zamora;86,22;84,99;89,51;75,49;12504840
2019;1;Total;Castilla y León;2019Castilla y León;Ávila;91,06;82,03;97,12;89,28;12504840
2019;1;Total;Cataluña;2019Cataluña;Barcelona;85,28;68,39;93,56;86,77;101177630
2019;1;Total;Cataluña;2019Cataluña;Girona;84,58;68,15;93,16;84,74;101177630
2019;1;Total;Cataluña;2019Cataluña;Lleida;80,51;57,98;87,54;87,41;101177630
2019;1;Total;Cataluña;2019Cataluña;Tarragona;85,92;71,23;94,86;84,36;101177630
2019;1;Total;Comunidad Foral de Navarra;2019Comunidad Foral de Navarra;Navarra;84,72;75,94;94,28;76,28;4279620
2019;1;Total;Comunidad de Madrid;2019Comunidad de Madrid;Madrid;85,86;68,03;93,83;89,21;33445060
2019;1;Total;Comunitat Valenciana;2019Comunitat Valenciana;Alicante/Alacant;84,51;67,27;94,31;84,14;48280540
2019;1;Total;Comunitat Valenciana;2019Comunitat Valenciana;Castellón/Castelló;84,74;67,22;92,13;87,73;48280540
2019;1;Total;Comunitat Valenciana;2019Comunitat Valenciana;Valencia/València;85,72;66,45;93,59;90,82;48280540
2019;1;Total;Extremadura;2019Extremadura;Badajoz;85,84;66,6;95,65;88,67;3859400
2019;1;Total;Extremadura;2019Extremadura;Cáceres;86,8;77,09;92,74;93,9;3859400
2019;1;Total;Galicia;2019Galicia;A Coruña;82,94;68,73;93,93;76,56;11614230
2019;1;Total;Galicia;2019Galicia;Lugo;80,14;68,53;93,88;65,65;11614230
2019;1;Total;Galicia;2019Galicia;Ourense;79,81;67,36;92,93;66,89;11614230
2019;1;Total;Galicia;2019Galicia;Pontevedra;81,6;63;92,5;79,79;11614230
2019;1;Total;Illes Balears;2019Illes Balears;Illes Balears;84,82;69,92;95,47;80,8;74089430
2019;1;Total;La Rioja;2019La Rioja;La Rioja;86,17;72,2;93,37;86,01;803020
2019;1;Total;País Vasco;2019País Vasco;Araba/Álava;79,42;55,35;90,69;92,2;14981340
2019;1;Total;País Vasco;2019País Vasco;Bizkaia;80,76;62,38;92,83;81,7;14981340
2019;1;Total;País Vasco;2019País Vasco;Gipuzkoa;80,63;67,83;95,1;66,99;14981340
2019;1;Total;Principado de Asturias;2019Principado de Asturias;Asturias;81,37;69,95;93,44;69,41;2415440
2019;1;Total;Región de Murcia;2019Región de Murcia;Murcia;84,46;64,69;93,76;87,69;6397160
2019;2;Alemania;Andalucía;2019Andalucía;Málaga;86,1;76,13;97,68;75,83;65850810
2019;2;Alemania;Andalucía;2019Andalucía;Sevilla;85,05;79,11;97,01;68,86;65850810
2019;2;Alemania;Canarias;2019Canarias;Las Palmas;84,63;76,5;99,22;67,66;57309720
2019;2;Alemania;Cataluña;2019Cataluña;Barcelona;86,76;69,43;95,85;88,72;101177630
2019;2;Alemania;Cataluña;2019Cataluña;Girona;82,46;72,15;80,02;87,24;101177630
2019;2;Alemania;Comunidad de Madrid;2019Comunidad de Madrid;Madrid;89,72;76,06;97,03;91,17;33445060
2019;2;Alemania;Illes Balears;2019Illes Balears;Illes Balears;84,09;76,03;99,13;66,18;74089430
2019;2;Alemania;País Vasco;2019País Vasco;Bizkaia;86,24;78,76;92,16;89,41;14981340
2019;2;España;Andalucía;2019Andalucía;Almería;78,26;56,88;85,87;81,73;65850810
2019;2;España;Andalucía;2019Andalucía;Cádiz;84,67;69,81;91,06;92,51;65850810
2019;2;España;Andalucía;2019Andalucía;Córdoba;84,04;65,83;95,11;90,07;65850810
2019;2;España;Andalucía;2019Andalucía;Granada;89,47;71,22;98,13;94,68;65850810
2019;2;España;Andalucía;2019Andalucía;Huelva;89,86;78,29;94,71;96,62;65850810
2019;2;España;Andalucía;2019Andalucía;Jaén;83,58;63,41;96,79;93,62;65850810
2019;2;España;Andalucía;2019Andalucía;Málaga;86,21;70,96;93,52;87,45;65850810
2019;2;España;Andalucía;2019Andalucía;Sevilla;86,61;69,38;89,68;95,58;65850810
2019;2;España;Aragón;2019Aragón;Huesca;83,57;72,46;92,77;82,04;5447210
2019;2;España;Aragón;2019Aragón;Zaragoza;87,86;77,57;94,46;98,35;5447210
2019;2;España;Canarias;2019Canarias;Las Palmas;85,67;68,41;95,27;86,25;57309720
2019;2;España;Canarias;2019Canarias;Santa Cruz de Tenerife;81,68;64,07;94,49;76,45;57309720
2019;2;España;Cantabria;2019Cantabria;Cantabria;77,43;67,48;94,77;61,18;2285240
2019;2;España;Cataluña;2019Cataluña;Barcelona;84,73;68,62;84,63;95,02;101177630
2019;2;España;Cataluña;2019Cataluña;Girona;83,56;65,45;88,55;89,43;101177630
2019;2;España;Cataluña;2019Cataluña;Lleida;78,92;49,52;93,36;94,11;101177630
2019;2;España;Cataluña;2019Cataluña;Tarragona;82,98;65,95;90,81;89,85;101177630
2019;2;España;Comunidad Foral de Navarra;2019Comunidad Foral de Navarra;Navarra;83,02;78,63;85,36;81,54;4279620
2019;2;España;Comunidad de Madrid;2019Comunidad de Madrid;Madrid;85,11;67,56;93,76;94,39;33445060
2019;2;España;Comunitat Valenciana;2019Comunitat Valenciana;Alicante/Alacant;78,06;48;94,23;81,56;48280540
2019;2;España;Comunitat Valenciana;2019Comunitat Valenciana;Castellón/Castelló;83,47;65,95;89,71;87,09;48280540
2019;2;España;Comunitat Valenciana;2019Comunitat Valenciana;Valencia/València;81,29;64,74;87,65;90,73;48280540
2019;2;España;Galicia;2019Galicia;A Coruña;75,78;52,21;91,59;85,55;11614230
2019;2;España;Galicia;2019Galicia;Ourense;85,14;78,56;87,47;81,34;11614230
2019;2;España;Galicia;2019Galicia;Pontevedra;84,21;68,24;93,46;82,8;11614230
2019;2;España;Illes Balears;2019Illes Balears;Illes Balears;85,48;71,03;94,24;83,58;74089430
2019;2;España;La Rioja;2019La Rioja;La Rioja;86,82;69,1;96,26;88,86;803020
2019;2;España;País Vasco;2019País Vasco;Araba/Álava;82,88;64,71;86,4;97,11;14981340
2019;2;España;País Vasco;2019País Vasco;Bizkaia;83,63;67,67;93,74;87,29;14981340
2019;2;España;País Vasco;2019País Vasco;Gipuzkoa;80,96;69,02;94;68,23;14981340
2019;2;España;Principado de Asturias;2019Principado de Asturias;Asturias;77,35;64,08;92,56;66,77;2415440
2019;2;España;Región de Murcia;2019Región de Murcia;Murcia;84,69;65,15;92,73;91,14;6397160
2019;2;Estados Unidos de América;Comunidad de Madrid;2019Comunidad de Madrid;Madrid;79,99;73,38;93,59;71,59;33445060
2019;2;Francia;Andalucía;2019Andalucía;Cádiz;84,05;81,27;78,75;84,18;65850810
2019;2;Francia;Andalucía;2019Andalucía;Granada;85,68;83,29;91,13;73,87;65850810
2019;2;Francia;Andalucía;2019Andalucía;Málaga;81,83;70,48;93,31;80,08;65850810
2019;2;Francia;Andalucía;2019Andalucía;Sevilla;88,97;77,59;90,71;96,54;65850810
2019;2;Francia;Canarias;2019Canarias;Las Palmas;84,69;83,15;98,62;64,06;57309720
2019;2;Francia;Cataluña;2019Cataluña;Barcelona;83,41;73,54;88,59;79,5;101177630
2019;2;Francia;Cataluña;2019Cataluña;Girona;84,84;64,95;94,05;92,51;101177630
2019;2;Francia;Comunidad de Madrid;2019Comunidad de Madrid;Madrid;85,33;69,38;94,74;92,17;33445060
2019;2;Francia;Comunitat Valenciana;2019Comunitat Valenciana;Alicante/Alacant;69,2;46,9;91,61;68,91;48280540
2019;2;Francia;Comunitat Valenciana;2019Comunitat Valenciana;Valencia/València;81,07;71,16;92,65;75,44;48280540
2019;2;Francia;País Vasco;2019País Vasco;Bizkaia;86,53;79,05;87,41;89,18;14981340
2019;2;Francia;País Vasco;2019País Vasco;Gipuzkoa;78,31;66,91;92,41;63,54;14981340
2019;2;Francia;Región de Murcia;2019Región de Murcia;Murcia;77,97;70,79;87,66;81,62;6397160
2019;2;Italia;Andalucía;2019Andalucía;Córdoba;81,66;73,51;90,98;86,56;65850810
2019;2;Italia;Andalucía;2019Andalucía;Granada;79,85;67,03;87,75;95,89;65850810
2019;2;Italia;Andalucía;2019Andalucía;Málaga;91,45;77,68;97,25;95,9;65850810
2019;2;Italia;Andalucía;2019Andalucía;Sevilla;88,82;80,34;97,05;82,43;65850810
2019;2;Italia;Canarias;2019Canarias;Las Palmas;83,72;81,5;96,83;60,9;57309720
2019;2;Italia;Cataluña;2019Cataluña;Barcelona;87,2;74,65;95,84;84,21;101177630
2019;2;Italia;Cataluña;2019Cataluña;Girona;80,53;74,04;93,12;61,54;101177630
2019;2;Italia;Comunidad de Madrid;2019Comunidad de Madrid;Madrid;89,12;71,1;97,75;93,86;33445060
2019;2;Italia;Comunitat Valenciana;2019Comunitat Valenciana;Castellón/Castelló;90,62;78,75;96,5;92,19;48280540
2019;2;Italia;Comunitat Valenciana;2019Comunitat Valenciana;Valencia/València;89,84;75,86;97,74;91,05;48280540
2019;2;Italia;Illes Balears;2019Illes Balears;Illes Balears;86;71,95;98,3;79,7;74089430
2019;2;Italia;País Vasco;2019País Vasco;Bizkaia;85,43;68,11;94,75;93,46;14981340
2019;2;Noruega;Illes Balears;2019Illes Balears;Illes Balears;82,61;82,76;91,61;75;74089430
2019;2;Portugal;Cataluña;2019Cataluña;Barcelona;86,22;68,72;97,19;87,5;101177630
2019;2;Reino Unido;Andalucía;2019Andalucía;Almería;71,87;38,64;93,01;71,59;65850810
2019;2;Reino Unido;Andalucía;2019Andalucía;Cádiz;88,98;77,58;95,31;93,02;65850810
2019;2;Reino Unido;Andalucía;2019Andalucía;Córdoba;80,48;74,92;87,84;90,94;65850810
2019;2;Reino Unido;Andalucía;2019Andalucía;Granada;89,5;81,72;97,41;83,06;65850810
2019;2;Reino Unido;Andalucía;2019Andalucía;Málaga;80,35;63,71;88,05;79,52;65850810
2019;2;Reino Unido;Andalucía;2019Andalucía;Sevilla;89,43;72,96;96,34;94,54;65850810
2019;2;Reino Unido;Canarias;2019Canarias;Las Palmas;87,35;76,35;97,33;80,97;57309720
2019;2;Reino Unido;Canarias;2019Canarias;Santa Cruz de Tenerife;85,78;72,42;95,09;82,1;57309720
2019;2;Reino Unido;Cantabria;2019Cantabria;Cantabria;83,75;78,75;86,46;79,84;2285240
2019;2;Reino Unido;Cataluña;2019Cataluña;Barcelona;87,95;71,19;96,98;89,99;101177630
2019;2;Reino Unido;Comunidad de Madrid;2019Comunidad de Madrid;Madrid;85,64;69,38;96,72;92,95;33445060
2019;2;Reino Unido;Comunitat Valenciana;2019Comunitat Valenciana;Alicante/Alacant;87,06;72,24;94,99;87,57;48280540
2019;2;Reino Unido;Comunitat Valenciana;2019Comunitat Valenciana;Valencia/València;83,35;70,56;92,14;90,36;48280540
2019;2;Reino Unido;Illes Balears;2019Illes Balears;Illes Balears;85,41;66,3;94,6;92,92;74089430
2019;2;Reino Unido;País Vasco;2019País Vasco;Bizkaia;84,76;74,23;96,13;80,92;14981340
2019;2;Reino Unido;Región de Murcia;2019Región de Murcia;Murcia;81,05;56,85;94,62;91,99;6397160
2019;2;Suecia;Comunidad de Madrid;2019Comunidad de Madrid;Madrid;84,4;75,57;92,08;76,42;33445060
2019;2;Total;Andalucía;2019Andalucía;Almería;83,19;66,91;88,88;85,82;65850810
2019;2;Total;Andalucía;2019Andalucía;Cádiz;84,45;69,42;94,25;84,35;65850810
2019;2;Total;Andalucía;2019Andalucía;Córdoba;80,08;62,4;89,22;89,26;65850810
2019;2;Total;Andalucía;2019Andalucía;Granada;85,53;67,92;95,91;85,52;65850810
2019;2;Total;Andalucía;2019Andalucía;Huelva;88,37;76,75;93,87;95,79;65850810
2019;2;Total;Andalucía;2019Andalucía;Jaén;80,21;61,3;87,2;94,55;65850810
2019;2;Total;Andalucía;2019Andalucía;Málaga;85,41;69,53;95,31;83,83;65850810
2019;2;Total;Andalucía;2019Andalucía;Sevilla;87,47;71,36;94,1;91,31;65850810
2019;2;Total;Aragón;2019Aragón;Huesca;83,48;71,56;93,83;81,62;5447210
2019;2;Total;Aragón;2019Aragón;Teruel;87,81;79,74;86,07;92,25;5447210
2019;2;Total;Aragón;2019Aragón;Zaragoza;82,46;65,66;94,7;90,88;5447210
2019;2;Total;Canarias;2019Canarias;Las Palmas;84,74;72,51;96,54;76,1;57309720
2019;2;Total;Canarias;2019Canarias;Santa Cruz de Tenerife;85,29;72,02;95,95;79,61;57309720
2019;2;Total;Cantabria;2019Cantabria;Cantabria;83,2;70,9;91,39;78,07;2285240
2019;2;Total;Castilla - La Mancha;2019Castilla - La Mancha;Albacete;85,27;72,07;89,38;87,34;4809370
2019;2;Total;Castilla - La Mancha;2019Castilla - La Mancha;Ciudad Real;80,37;77,26;91,52;58,96;4809370
2019;2;Total;Castilla - La Mancha;2019Castilla - La Mancha;Cuenca;85,84;76,86;94,91;77,25;4809370
2019;2;Total;Castilla - La Mancha;2019Castilla - La Mancha;Guadalajara;82,19;72,99;72,71;93,9;4809370
2019;2;Total;Castilla - La Mancha;2019Castilla - La Mancha;Toledo;88,56;84,51;89,89;84,94;4809370
2019;2;Total;Castilla y León;2019Castilla y León;León;82,11;67,59;86,07;84,06;12504840
2019;2;Total;Castilla y León;2019Castilla y León;Palencia;83,99;73,56;92,27;76,96;12504840
2019;2;Total;Castilla y León;2019Castilla y León;Segovia;84,61;71,12;92,69;81,86;12504840
2019;2;Total;Castilla y León;2019Castilla y León;Zamora;80,91;77,47;77,1;78,16;12504840
2019;2;Total;Castilla y León;2019Castilla y León;Ávila;88,79;75,78;93,19;92,39;12504840
2019;2;Total;Cataluña;2019Cataluña;Barcelona;85,45;68,62;93,13;87,69;101177630
2019;2;Total;Cataluña;2019Cataluña;Girona;84,58;67,79;93,14;85,22;101177630
2019;2;Total;Cataluña;2019Cataluña;Lleida;83,3;62,2;89,32;91,38;101177630
2019;2;Total;Cataluña;2019Cataluña;Tarragona;86,8;72,93;92,8;89,67;101177630
2019;2;Total;Comunidad Foral de Navarra;2019Comunidad Foral de Navarra;Navarra;84,84;76,78;93,4;75,84;4279620
2019;2;Total;Comunidad de Madrid;2019Comunidad de Madrid;Madrid;86,06;67,34;93,84;90,83;33445060
2019;2;Total;Comunitat Valenciana;2019Comunitat Valenciana;Alicante/Alacant;84,94;66,41;95,52;85,46;48280540
2019;2;Total;Comunitat Valenciana;2019Comunitat Valenciana;Castellón/Castelló;86,43;68,62;94;90,58;48280540
2019;2;Total;Comunitat Valenciana;2019Comunitat Valenciana;Valencia/València;85,33;66,11;93,47;89,82;48280540
2019;2;Total;Extremadura;2019Extremadura;Badajoz;82,88;71,5;83,44;85,61;3859400
2019;2;Total;Extremadura;2019Extremadura;Cáceres;84,16;75,62;86,72;88,13;3859400
2019;2;Total;Galicia;2019Galicia;A Coruña;80,93;63,66;93,36;75,28;11614230
2019;2;Total;Galicia;2019Galicia;Lugo;86,31;72,69;98,11;80,28;11614230
2019;2;Total;Galicia;2019Galicia;Ourense;83,24;62,79;92,89;86,15;11614230
2019;2;Total;Galicia;2019Galicia;Pontevedra;83,64;65,34;93,44;84,04;11614230
2019;2;Total;Illes Balears;2019Illes Balears;Illes Balears;86,09;70,89;95,59;84,6;74089430
2019;2;Total;La Rioja;2019La Rioja;La Rioja;84,94;65,49;93,53;88,94;803020
2019;2;Total;País Vasco;2019País Vasco;Araba/Álava;81,82;60,21;93,4;93,74;14981340
2019;2;Total;País Vasco;2019País Vasco;Bizkaia;83,21;64,51;94,95;83,14;14981340
2019;2;Total;País Vasco;2019País Vasco;Gipuzkoa;82,68;68,23;95,3;74,49;14981340
2019;2;Total;Principado de Asturias;2019Principado de Asturias;Asturias;83,81;75,74;93;72,75;2415440
2019;2;Total;Región de Murcia;2019Región de Murcia;Murcia;83,92;63,3;92,64;88,57;6397160
2019;3;Alemania;Andalucía;2019Andalucía;Granada;85,73;74,78;93,54;80,92;65850810
2019;3;Alemania;Andalucía;2019Andalucía;Málaga;85,06;74,37;95,95;75,85;65850810
2019;3;Alemania;Andalucía;2019Andalucía;Sevilla;87,82;76,55;90,61;90,67;65850810
2019;3;Alemania;Canarias;2019Canarias;Las Palmas;83,62;79,41;96,65;63,21;57309720
2019;3;Alemania;Canarias;2019Canarias;Santa Cruz de Tenerife;78,33;79,34;92;47,71;57309720
